Notes,county,county_code,cause,cause_code,year,year_code,age_group,age_code,sex,sex_code,deaths,cause_category
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Female,F,10,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Male,M,13,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,75-84 years,75-84,Female,F,14,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,85+ years,85+,Female,F,19,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,85+ years,85+,Male,M,14,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,75-84 years,75-84,Female,F,20,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,75-84 years,75-84,Male,M,10,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,85+ years,85+,Female,F,22,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,85+ years,85+,Male,M,15,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,75-84 years,75-84,Female,F,15,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,85+ years,85+,Female,F,27,Other
NA,"Barnstable County, MA",25001,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,85+ years,85+,Male,M,15,Other
NA,"Barnstable County, MA",25001,Pneumonitis due to food and vomit,J69.0,2021,2021,75-84 years,75-84,Male,M,13,Other
NA,"Barnstable County, MA",25001,Pneumonitis due to food and vomit,J69.0,2021,2021,85+ years,85+,Male,M,22,Other
NA,"Barnstable County, MA",25001,Pneumonitis due to food and vomit,J69.0,2022,2022,85+ years,85+,Male,M,19,Other
NA,"Barnstable County, MA",25001,Pneumonitis due to food and vomit,J69.0,2023,2023,85+ years,85+,Female,F,13,Other
NA,"Barnstable County, MA",25001,Other interstitial pulmonary diseases with fibrosis,J84.1,2022,2022,75-84 years,75-84,Male,M,12,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2021,2021,75-84 years,75-84,Female,F,14,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2021,2021,75-84 years,75-84,Male,M,11,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2021,2021,85+ years,85+,Female,F,66,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2021,2021,85+ years,85+,Male,M,21,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2022,2022,75-84 years,75-84,Male,M,12,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2022,2022,85+ years,85+,Female,F,60,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2022,2022,85+ years,85+,Male,M,28,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2023,2023,75-84 years,75-84,Female,F,18,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2023,2023,75-84 years,75-84,Male,M,12,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2023,2023,85+ years,85+,Female,F,68,Other
NA,"Berkshire County, MA",25003,Unspecified dementia,F03,2023,2023,85+ years,85+,Male,M,30,Other
NA,"Berkshire County, MA",25003,"Alzheimer disease, unspecified",G30.9,2021,2021,85+ years,85+,Female,F,17,Other
NA,"Berkshire County, MA",25003,"Alzheimer disease, unspecified",G30.9,2022,2022,85+ years,85+,Female,F,21,Other
NA,"Berkshire County, MA",25003,"Alzheimer disease, unspecified",G30.9,2023,2023,85+ years,85+,Female,F,21,Other
NA,"Berkshire County, MA",25003,"Alzheimer disease, unspecified",G30.9,2023,2023,85+ years,85+,Male,M,11,Other
NA,"Berkshire County, MA",25003,"Acute myocardial infarction, unspecified",I21.9,2021,2021,55-64 years,55-64,Male,M,10,Heart Disease
NA,"Berkshire County, MA",25003,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Male,M,11,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Female,F,10,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Male,M,16,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Female,F,15,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Male,M,21,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Female,F,17,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Male,M,14,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Male,M,14,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Female,F,16,Heart Disease
NA,"Berkshire County, MA",25003,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Male,M,16,Heart Disease
NA,"Berkshire County, MA",25003,Aortic (valve) stenosis,I35.0,2021,2021,85+ years,85+,Female,F,10,Heart Disease
NA,"Berkshire County, MA",25003,Aortic (valve) stenosis,I35.0,2022,2022,85+ years,85+,Female,F,10,Heart Disease
NA,"Berkshire County, MA",25003,Aortic (valve) stenosis,I35.0,2023,2023,85+ years,85+,Female,F,10,Heart Disease
NA,"Berkshire County, MA",25003,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Female,F,12,Heart Disease
NA,"Berkshire County, MA",25003,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Female,F,13,Heart Disease
NA,"Berkshire County, MA",25003,"Cardiac arrhythmia, unspecified",I49.9,2022,2022,65-74 years,65-74,Male,M,12,Heart Disease
NA,"Berkshire County, MA",25003,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,13,Heart Disease
NA,"Berkshire County, MA",25003,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Male,M,14,Heart Disease
NA,"Berkshire County, MA",25003,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,20,Heart Disease
NA,"Berkshire County, MA",25003,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,14,Heart Disease
NA,"Berkshire County, MA",25003,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Male,M,14,Heart Disease
NA,"Berkshire County, MA",25003,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Female,F,19,Stroke
NA,"Berkshire County, MA",25003,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Female,F,14,Stroke
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Female,F,11,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,65-74 years,65-74,Male,M,10,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2021,2021,75-84 years,75-84,Male,M,13,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,65-74 years,65-74,Female,F,10,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,65-74 years,65-74,Male,M,13,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2022,2022,75-84 years,75-84,Female,F,17,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,65-74 years,65-74,Female,F,11,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,75-84 years,75-84,Female,F,10,Other
NA,"Berkshire County, MA",25003,"Chronic obstructive pulmonary disease, unspecified",J44.9,2023,2023,85+ years,85+,Female,F,17,Other
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2021,2021,65-74 years,65-74,Male,M,12,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2021,2021,75-84 years,75-84,Male,M,10,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2021,2021,85+ years,85+,Male,M,10,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,55-64 years,55-64,Male,M,10,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,65-74 years,65-74,Male,M,13,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,75-84 years,75-84,Male,M,10,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,85+ years,85+,Female,F,11,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,65-74 years,65-74,Male,M,10,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,75-84 years,75-84,Male,M,11,Diabetes
NA,"Bristol County, MA",25005,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,85+ years,85+,Female,F,10,Diabetes
NA,"Bristol County, MA",25005,"Metabolic disorder, unspecified",E88.9,2023,2023,85+ years,85+,Female,F,10,Other
NA,"Bristol County, MA",25005,"Vascular dementia, unspecified",F01.9,2022,2022,75-84 years,75-84,Male,M,10,Other
NA,"Bristol County, MA",25005,"Vascular dementia, unspecified",F01.9,2022,2022,85+ years,85+,Female,F,15,Other
NA,"Bristol County, MA",25005,"Vascular dementia, unspecified",F01.9,2023,2023,85+ years,85+,Female,F,10,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2021,2021,65-74 years,65-74,Female,F,10,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2021,2021,75-84 years,75-84,Female,F,43,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2021,2021,75-84 years,75-84,Male,M,39,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2021,2021,85+ years,85+,Female,F,172,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2021,2021,85+ years,85+,Male,M,55,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2022,2022,65-74 years,65-74,Female,F,21,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2022,2022,75-84 years,75-84,Female,F,57,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2022,2022,75-84 years,75-84,Male,M,29,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2022,2022,85+ years,85+,Female,F,192,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2022,2022,85+ years,85+,Male,M,58,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2023,2023,65-74 years,65-74,Female,F,13,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2023,2023,65-74 years,65-74,Male,M,11,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2023,2023,75-84 years,75-84,Female,F,38,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2023,2023,75-84 years,75-84,Male,M,42,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2023,2023,85+ years,85+,Female,F,172,Other
NA,"Bristol County, MA",25005,Unspecified dementia,F03,2023,2023,85+ years,85+,Male,M,54,Other
NA,"Bristol County, MA",25005,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,2021,2021,55-64 years,55-64,Male,M,10,Other
NA,"Bristol County, MA",25005,Parkinson disease,G20,2021,2021,75-84 years,75-84,Male,M,14,Other
NA,"Bristol County, MA",25005,Parkinson disease,G20,2022,2022,75-84 years,75-84,Male,M,21,Other
NA,"Bristol County, MA",25005,Parkinson disease,G20,2022,2022,85+ years,85+,Male,M,11,Other
NA,"Bristol County, MA",25005,Parkinson disease,G20,2023,2023,75-84 years,75-84,Male,M,17,Other
NA,"Bristol County, MA",25005,Parkinson disease,G20,2023,2023,85+ years,85+,Male,M,16,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2021,2021,75-84 years,75-84,Female,F,16,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2021,2021,75-84 years,75-84,Male,M,15,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2021,2021,85+ years,85+,Female,F,74,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2021,2021,85+ years,85+,Male,M,22,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2022,2022,75-84 years,75-84,Female,F,30,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2022,2022,75-84 years,75-84,Male,M,11,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2022,2022,85+ years,85+,Female,F,70,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2022,2022,85+ years,85+,Male,M,20,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2023,2023,75-84 years,75-84,Female,F,29,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2023,2023,75-84 years,75-84,Male,M,15,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2023,2023,85+ years,85+,Female,F,80,Other
NA,"Bristol County, MA",25005,"Alzheimer disease, unspecified",G30.9,2023,2023,85+ years,85+,Male,M,17,Other
NA,"Bristol County, MA",25005,"Senile degeneration of brain, not elsewhere classified",G31.1,2023,2023,85+ years,85+,Female,F,14,Other
NA,"Bristol County, MA",25005,"Senile degeneration of brain, not elsewhere classified",G31.1,2023,2023,85+ years,85+,Male,M,11,Other
NA,"Bristol County, MA",25005,Essential (primary) hypertension,I10,2021,2021,85+ years,85+,Female,F,17,Other
NA,"Bristol County, MA",25005,Essential (primary) hypertension,I10,2022,2022,85+ years,85+,Female,F,14,Other
NA,"Bristol County, MA",25005,Essential (primary) hypertension,I10,2023,2023,85+ years,85+,Female,F,17,Other
NA,"Bristol County, MA",25005,Hypertensive heart disease with (congestive) heart failure,I11.0,2022,2022,85+ years,85+,Female,F,10,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2021,2021,55-64 years,55-64,Male,M,15,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2021,2021,65-74 years,65-74,Male,M,21,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Female,F,13,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Male,M,16,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Female,F,22,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Male,M,12,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2022,2022,55-64 years,55-64,Female,F,10,Heart Disease
