Notes,county,county_code,cause,cause_code,year,year_code,age_group,age_code,sex,sex_code,deaths,cause_category
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2022,2022,75-84 years,75-84,Female,F,14,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2022,2022,75-84 years,75-84,Male,M,27,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2022,2022,85+ years,85+,Female,F,17,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2022,2022,85+ years,85+,Male,M,15,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2023,2023,55-64 years,55-64,Male,M,14,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2023,2023,65-74 years,65-74,Female,F,12,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2023,2023,65-74 years,65-74,Male,M,23,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2023,2023,75-84 years,75-84,Female,F,12,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2023,2023,75-84 years,75-84,Male,M,27,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Female,F,19,Heart Disease
NA,"Bristol County, MA",25005,"Acute myocardial infarction, unspecified",I21.9,2023,2023,85+ years,85+,Male,M,15,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,45-54 years,45-54,Male,M,11,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,55-64 years,55-64,Male,M,26,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,65-74 years,65-74,Male,M,21,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2021,2021,75-84 years,75-84,Male,M,17,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,55-64 years,55-64,Male,M,14,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Female,F,13,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,65-74 years,65-74,Male,M,20,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,75-84 years,75-84,Male,M,10,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Female,F,10,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2022,2022,85+ years,85+,Male,M,10,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,45-54 years,45-54,Male,M,13,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,55-64 years,55-64,Male,M,24,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Female,F,17,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,65-74 years,65-74,Male,M,21,Heart Disease
NA,"Bristol County, MA",25005,"Atherosclerotic cardiovascular disease, so described",I25.0,2023,2023,75-84 years,75-84,Male,M,21,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2021,2021,55-64 years,55-64,Male,M,16,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Female,F,13,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2021,2021,65-74 years,65-74,Male,M,36,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Female,F,46,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2021,2021,75-84 years,75-84,Male,M,40,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Female,F,69,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2021,2021,85+ years,85+,Male,M,58,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2022,2022,55-64 years,55-64,Male,M,20,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2022,2022,65-74 years,65-74,Male,M,25,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Female,F,33,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2022,2022,75-84 years,75-84,Male,M,50,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Female,F,81,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2022,2022,85+ years,85+,Male,M,59,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2023,2023,55-64 years,55-64,Male,M,17,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Female,F,12,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2023,2023,65-74 years,65-74,Male,M,29,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Female,F,29,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2023,2023,75-84 years,75-84,Male,M,55,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Female,F,67,Heart Disease
NA,"Bristol County, MA",25005,Atherosclerotic heart disease,I25.1,2023,2023,85+ years,85+,Male,M,43,Heart Disease
NA,"Bristol County, MA",25005,Aortic (valve) stenosis,I35.0,2021,2021,85+ years,85+,Female,F,13,Heart Disease
NA,"Bristol County, MA",25005,"Cardiac arrest, unspecified",I46.9,2022,2022,85+ years,85+,Female,F,12,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2021,2021,75-84 years,75-84,Female,F,13,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2021,2021,75-84 years,75-84,Male,M,11,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Female,F,27,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2021,2021,85+ years,85+,Male,M,14,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2022,2022,75-84 years,75-84,Female,F,12,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Female,F,25,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2022,2022,85+ years,85+,Male,M,13,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2023,2023,75-84 years,75-84,Male,M,10,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Female,F,29,Heart Disease
NA,"Bristol County, MA",25005,Atrial fibrillation and flutter,I48,2023,2023,85+ years,85+,Male,M,18,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Female,F,16,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2021,2021,75-84 years,75-84,Male,M,12,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Female,F,39,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2021,2021,85+ years,85+,Male,M,22,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Female,F,15,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2022,2022,75-84 years,75-84,Male,M,20,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Female,F,55,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2022,2022,85+ years,85+,Male,M,23,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Female,F,16,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2023,2023,75-84 years,75-84,Male,M,15,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Female,F,59,Heart Disease
NA,"Bristol County, MA",25005,Congestive heart failure,I50.0,2023,2023,85+ years,85+,Male,M,26,Heart Disease
NA,"Bristol County, MA",25005,"Heart failure, unspecified",I50.9,2021,2021,85+ years,85+,Female,F,14,Heart Disease
NA,"Bristol County, MA",25005,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Female,F,11,Heart Disease
NA,"Bristol County, MA",25005,"Heart failure, unspecified",I50.9,2022,2022,85+ years,85+,Male,M,11,Heart Disease
NA,"Bristol County, MA",25005,"Heart failure, unspecified",I50.9,2023,2023,85+ years,85+,Male,M,10,Heart Disease
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Female,F,13,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,75-84 years,75-84,Male,M,11,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2021,2021,85+ years,85+,Female,F,25,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Female,F,15,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,75-84 years,75-84,Male,M,14,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Female,F,32,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2022,2022,85+ years,85+,Male,M,13,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Female,F,22,Stroke
NA,"Bristol County, MA",25005,"Stroke, not specified as haemorrhage or infarction",I64,2023,2023,85+ years,85+,Male,M,14,Stroke
NA,"Essex County, MA",25009,"Unspecified diabetes mellitus, without complications",E14.9,2021,2021,85+ years,85+,Female,F,10,Diabetes
NA,"Essex County, MA",25009,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,55-64 years,55-64,Male,M,11,Diabetes
NA,"Essex County, MA",25009,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,65-74 years,65-74,Male,M,12,Diabetes
NA,"Essex County, MA",25009,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,75-84 years,75-84,Female,F,10,Diabetes
NA,"Essex County, MA",25009,"Unspecified diabetes mellitus, without complications",E14.9,2022,2022,85+ years,85+,Male,M,11,Diabetes
NA,"Essex County, MA",25009,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,65-74 years,65-74,Female,F,10,Diabetes
NA,"Essex County, MA",25009,"Unspecified diabetes mellitus, without complications",E14.9,2023,2023,75-84 years,75-84,Male,M,12,Diabetes
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2021,2021,85+ years,85+,Female,F,18,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2022,2022,85+ years,85+,Female,F,30,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2022,2022,85+ years,85+,Male,M,10,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2023,2023,85+ years,85+,Female,F,22,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart disease with (congestive) heart failure,I11.0,2023,2023,85+ years,85+,Male,M,12,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart disease without (congestive) heart failure,I11.9,2021,2021,85+ years,85+,Female,F,13,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart disease without (congestive) heart failure,I11.9,2022,2022,85+ years,85+,Female,F,14,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,2022,2022,85+ years,85+,Female,F,11,Heart Disease
NA,"Essex County, MA",25009,Hypertensive heart and renal disease with both (congestive) heart failure and renal failure,I13.2,2023,2023,85+ years,85+,Female,F,11,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,55-64 years,55-64,Male,M,16,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,65-74 years,65-74,Female,F,16,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,65-74 years,65-74,Male,M,23,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Female,F,16,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,75-84 years,75-84,Male,M,17,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Female,F,26,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2021,2021,85+ years,85+,Male,M,13,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,55-64 years,55-64,Male,M,15,Heart Disease
NA,"Essex County, MA",25009,"Acute myocardial infarction, unspecified",I21.9,2022,2022,65-74 years,65-74,Female,F,11,Heart Disease
