Notes	County	County Code	Cause of death	Cause of death Code	Year	Year Code	Ten-Year Age Groups	Ten-Year Age Groups Code	Sex	Sex Code	Deaths
	"Barnstable County, MA"	25001	Atherosclerotic heart disease	I25.1	2023	2023	65-74 years	65-74	Male	M	10
	"Barnstable County, MA"	25001	Atherosclerotic heart disease	I25.1	2023	2023	75-84 years	75-84	Female	F	14
	"Barnstable County, MA"	25001	Atherosclerotic heart disease	I25.1	2023	2023	75-84 years	75-84	Male	M	25
	"Barnstable County, MA"	25001	Atherosclerotic heart disease	I25.1	2023	2023	85+ years	85+	Female	F	31
	"Barnstable County, MA"	25001	Atherosclerotic heart disease	I25.1	2023	2023	85+ years	85+	Male	M	30
	"Barnstable County, MA"	25001	Aortic (valve) stenosis	I35.0	2022	2022	85+ years	85+	Female	F	10
	"Barnstable County, MA"	25001	Aortic (valve) stenosis	I35.0	2022	2022	85+ years	85+	Male	M	10
	"Barnstable County, MA"	25001	Atrial fibrillation and flutter	I48	2021	2021	85+ years	85+	Female	F	17
	"Barnstable County, MA"	25001	Atrial fibrillation and flutter	I48	2022	2022	85+ years	85+	Female	F	22
	"Barnstable County, MA"	25001	Atrial fibrillation and flutter	I48	2022	2022	85+ years	85+	Male	M	10
	"Barnstable County, MA"	25001	Atrial fibrillation and flutter	I48	2023	2023	85+ years	85+	Female	F	17
	"Barnstable County, MA"	25001	Atrial fibrillation and flutter	I48	2023	2023	85+ years	85+	Male	M	10
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2021	2021	75-84 years	75-84	Male	M	14
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2021	2021	85+ years	85+	Female	F	34
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2021	2021	85+ years	85+	Male	M	14
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2022	2022	75-84 years	75-84	Male	M	17
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2022	2022	85+ years	85+	Female	F	41
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2022	2022	85+ years	85+	Male	M	23
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2023	2023	75-84 years	75-84	Male	M	15
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2023	2023	85+ years	85+	Female	F	30
	"Barnstable County, MA"	25001	Congestive heart failure	I50.0	2023	2023	85+ years	85+	Male	M	33
	"Barnstable County, MA"	25001	"Heart failure, unspecified"	I50.9	2022	2022	85+ years	85+	Female	F	12
	"Barnstable County, MA"	25001	"Heart failure, unspecified"	I50.9	2022	2022	85+ years	85+	Male	M	13
	"Barnstable County, MA"	25001	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	75-84 years	75-84	Male	M	13
	"Barnstable County, MA"	25001	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	85+ years	85+	Female	F	27
	"Barnstable County, MA"	25001	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	85+ years	85+	Male	M	13
	"Barnstable County, MA"	25001	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	75-84 years	75-84	Male	M	10
	"Barnstable County, MA"	25001	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	85+ years	85+	Female	F	17
	"Barnstable County, MA"	25001	"Stroke, not specified as haemorrhage or infarction"	I64	2023	2023	85+ years	85+	Female	F	17
	"Barnstable County, MA"	25001	Sequelae of other and unspecified cerebrovascular diseases	I69.8	2021	2021	85+ years	85+	Female	F	10
	"Barnstable County, MA"	25001	"Pneumonia, unspecified"	J18.9	2021	2021	85+ years	85+	Female	F	10
	"Barnstable County, MA"	25001	"Pneumonia, unspecified"	J18.9	2021	2021	85+ years	85+	Male	M	14
	"Barnstable County, MA"	25001	"Pneumonia, unspecified"	J18.9	2022	2022	85+ years	85+	Male	M	11
	"Barnstable County, MA"	25001	"Pneumonia, unspecified"	J18.9	2023	2023	85+ years	85+	Female	F	11
	"Barnstable County, MA"	25001	"Pneumonia, unspecified"	J18.9	2023	2023	85+ years	85+	Male	M	17
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	65-74 years	65-74	Female	F	10
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	65-74 years	65-74	Male	M	13
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	75-84 years	75-84	Female	F	14
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	85+ years	85+	Female	F	19
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	85+ years	85+	Male	M	14
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	75-84 years	75-84	Female	F	20
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	75-84 years	75-84	Male	M	10
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	85+ years	85+	Female	F	22
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	85+ years	85+	Male	M	15
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	75-84 years	75-84	Female	F	15
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	85+ years	85+	Female	F	27
	"Barnstable County, MA"	25001	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	85+ years	85+	Male	M	15
	"Barnstable County, MA"	25001	Pneumonitis due to food and vomit	J69.0	2021	2021	75-84 years	75-84	Male	M	13
	"Barnstable County, MA"	25001	Pneumonitis due to food and vomit	J69.0	2021	2021	85+ years	85+	Male	M	22
	"Barnstable County, MA"	25001	Pneumonitis due to food and vomit	J69.0	2022	2022	85+ years	85+	Male	M	19
	"Barnstable County, MA"	25001	Pneumonitis due to food and vomit	J69.0	2023	2023	85+ years	85+	Female	F	13
	"Barnstable County, MA"	25001	Other interstitial pulmonary diseases with fibrosis	J84.1	2022	2022	75-84 years	75-84	Male	M	12
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2021	2021	75-84 years	75-84	Female	F	14
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2021	2021	75-84 years	75-84	Male	M	11
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2021	2021	85+ years	85+	Female	F	66
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2021	2021	85+ years	85+	Male	M	21
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2022	2022	75-84 years	75-84	Male	M	12
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2022	2022	85+ years	85+	Female	F	60
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2022	2022	85+ years	85+	Male	M	28
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2023	2023	75-84 years	75-84	Female	F	18
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2023	2023	75-84 years	75-84	Male	M	12
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2023	2023	85+ years	85+	Female	F	68
	"Berkshire County, MA"	25003	Unspecified dementia	F03	2023	2023	85+ years	85+	Male	M	30
	"Berkshire County, MA"	25003	"Alzheimer disease, unspecified"	G30.9	2021	2021	85+ years	85+	Female	F	17
	"Berkshire County, MA"	25003	"Alzheimer disease, unspecified"	G30.9	2022	2022	85+ years	85+	Female	F	21
	"Berkshire County, MA"	25003	"Alzheimer disease, unspecified"	G30.9	2023	2023	85+ years	85+	Female	F	21
	"Berkshire County, MA"	25003	"Alzheimer disease, unspecified"	G30.9	2023	2023	85+ years	85+	Male	M	11
	"Berkshire County, MA"	25003	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	55-64 years	55-64	Male	M	10
	"Berkshire County, MA"	25003	"Atherosclerotic cardiovascular disease, so described"	I25.0	2023	2023	65-74 years	65-74	Male	M	11
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2021	2021	75-84 years	75-84	Female	F	10
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2021	2021	75-84 years	75-84	Male	M	16
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2021	2021	85+ years	85+	Female	F	15
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2021	2021	85+ years	85+	Male	M	21
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2022	2022	85+ years	85+	Female	F	17
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2022	2022	85+ years	85+	Male	M	14
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2023	2023	75-84 years	75-84	Male	M	14
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2023	2023	85+ years	85+	Female	F	16
	"Berkshire County, MA"	25003	Atherosclerotic heart disease	I25.1	2023	2023	85+ years	85+	Male	M	16
	"Berkshire County, MA"	25003	Aortic (valve) stenosis	I35.0	2021	2021	85+ years	85+	Female	F	10
	"Berkshire County, MA"	25003	Aortic (valve) stenosis	I35.0	2022	2022	85+ years	85+	Female	F	10
	"Berkshire County, MA"	25003	Aortic (valve) stenosis	I35.0	2023	2023	85+ years	85+	Female	F	10
	"Berkshire County, MA"	25003	Atrial fibrillation and flutter	I48	2021	2021	85+ years	85+	Female	F	12
	"Berkshire County, MA"	25003	Atrial fibrillation and flutter	I48	2022	2022	85+ years	85+	Female	F	13
	"Berkshire County, MA"	25003	"Cardiac arrhythmia, unspecified"	I49.9	2022	2022	65-74 years	65-74	Male	M	12
	"Berkshire County, MA"	25003	Congestive heart failure	I50.0	2021	2021	85+ years	85+	Female	F	13
	"Berkshire County, MA"	25003	Congestive heart failure	I50.0	2021	2021	85+ years	85+	Male	M	14
	"Berkshire County, MA"	25003	Congestive heart failure	I50.0	2022	2022	85+ years	85+	Female	F	20
	"Berkshire County, MA"	25003	Congestive heart failure	I50.0	2023	2023	85+ years	85+	Female	F	14
	"Berkshire County, MA"	25003	Congestive heart failure	I50.0	2023	2023	85+ years	85+	Male	M	14
	"Berkshire County, MA"	25003	"Stroke, not specified as haemorrhage or infarction"	I64	2021	2021	85+ years	85+	Female	F	19
	"Berkshire County, MA"	25003	"Stroke, not specified as haemorrhage or infarction"	I64	2022	2022	85+ years	85+	Female	F	14
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	65-74 years	65-74	Female	F	11
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	65-74 years	65-74	Male	M	10
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2021	2021	75-84 years	75-84	Male	M	13
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	65-74 years	65-74	Female	F	10
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	65-74 years	65-74	Male	M	13
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2022	2022	75-84 years	75-84	Female	F	17
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	65-74 years	65-74	Female	F	11
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	75-84 years	75-84	Female	F	10
	"Berkshire County, MA"	25003	"Chronic obstructive pulmonary disease, unspecified"	J44.9	2023	2023	85+ years	85+	Female	F	17
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2021	2021	65-74 years	65-74	Male	M	12
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2021	2021	75-84 years	75-84	Male	M	10
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2021	2021	85+ years	85+	Male	M	10
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2022	2022	55-64 years	55-64	Male	M	10
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2022	2022	65-74 years	65-74	Male	M	13
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2022	2022	75-84 years	75-84	Male	M	10
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2022	2022	85+ years	85+	Female	F	11
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2023	2023	65-74 years	65-74	Male	M	10
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2023	2023	75-84 years	75-84	Male	M	11
	"Bristol County, MA"	25005	"Unspecified diabetes mellitus, without complications"	E14.9	2023	2023	85+ years	85+	Female	F	10
	"Bristol County, MA"	25005	"Metabolic disorder, unspecified"	E88.9	2023	2023	85+ years	85+	Female	F	10
	"Bristol County, MA"	25005	"Vascular dementia, unspecified"	F01.9	2022	2022	75-84 years	75-84	Male	M	10
	"Bristol County, MA"	25005	"Vascular dementia, unspecified"	F01.9	2022	2022	85+ years	85+	Female	F	15
	"Bristol County, MA"	25005	"Vascular dementia, unspecified"	F01.9	2023	2023	85+ years	85+	Female	F	10
	"Bristol County, MA"	25005	Unspecified dementia	F03	2021	2021	65-74 years	65-74	Female	F	10
	"Bristol County, MA"	25005	Unspecified dementia	F03	2021	2021	75-84 years	75-84	Female	F	43
	"Bristol County, MA"	25005	Unspecified dementia	F03	2021	2021	75-84 years	75-84	Male	M	39
	"Bristol County, MA"	25005	Unspecified dementia	F03	2021	2021	85+ years	85+	Female	F	172
	"Bristol County, MA"	25005	Unspecified dementia	F03	2021	2021	85+ years	85+	Male	M	55
	"Bristol County, MA"	25005	Unspecified dementia	F03	2022	2022	65-74 years	65-74	Female	F	21
	"Bristol County, MA"	25005	Unspecified dementia	F03	2022	2022	75-84 years	75-84	Female	F	57
	"Bristol County, MA"	25005	Unspecified dementia	F03	2022	2022	75-84 years	75-84	Male	M	29
	"Bristol County, MA"	25005	Unspecified dementia	F03	2022	2022	85+ years	85+	Female	F	192
	"Bristol County, MA"	25005	Unspecified dementia	F03	2022	2022	85+ years	85+	Male	M	58
	"Bristol County, MA"	25005	Unspecified dementia	F03	2023	2023	65-74 years	65-74	Female	F	13
	"Bristol County, MA"	25005	Unspecified dementia	F03	2023	2023	65-74 years	65-74	Male	M	11
	"Bristol County, MA"	25005	Unspecified dementia	F03	2023	2023	75-84 years	75-84	Female	F	38
	"Bristol County, MA"	25005	Unspecified dementia	F03	2023	2023	75-84 years	75-84	Male	M	42
	"Bristol County, MA"	25005	Unspecified dementia	F03	2023	2023	85+ years	85+	Female	F	172
	"Bristol County, MA"	25005	Unspecified dementia	F03	2023	2023	85+ years	85+	Male	M	54
	"Bristol County, MA"	25005	"Mental and behavioural disorders due to use of alcohol, harmful use"	F10.1	2021	2021	55-64 years	55-64	Male	M	10
	"Bristol County, MA"	25005	Parkinson disease	G20	2021	2021	75-84 years	75-84	Male	M	14
	"Bristol County, MA"	25005	Parkinson disease	G20	2022	2022	75-84 years	75-84	Male	M	21
	"Bristol County, MA"	25005	Parkinson disease	G20	2022	2022	85+ years	85+	Male	M	11
	"Bristol County, MA"	25005	Parkinson disease	G20	2023	2023	75-84 years	75-84	Male	M	17
	"Bristol County, MA"	25005	Parkinson disease	G20	2023	2023	85+ years	85+	Male	M	16
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2021	2021	75-84 years	75-84	Female	F	16
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2021	2021	75-84 years	75-84	Male	M	15
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2021	2021	85+ years	85+	Female	F	74
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2021	2021	85+ years	85+	Male	M	22
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2022	2022	75-84 years	75-84	Female	F	30
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2022	2022	75-84 years	75-84	Male	M	11
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2022	2022	85+ years	85+	Female	F	70
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2022	2022	85+ years	85+	Male	M	20
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2023	2023	75-84 years	75-84	Female	F	29
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2023	2023	75-84 years	75-84	Male	M	15
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2023	2023	85+ years	85+	Female	F	80
	"Bristol County, MA"	25005	"Alzheimer disease, unspecified"	G30.9	2023	2023	85+ years	85+	Male	M	17
	"Bristol County, MA"	25005	"Senile degeneration of brain, not elsewhere classified"	G31.1	2023	2023	85+ years	85+	Female	F	14
	"Bristol County, MA"	25005	"Senile degeneration of brain, not elsewhere classified"	G31.1	2023	2023	85+ years	85+	Male	M	11
	"Bristol County, MA"	25005	Essential (primary) hypertension	I10	2021	2021	85+ years	85+	Female	F	17
	"Bristol County, MA"	25005	Essential (primary) hypertension	I10	2022	2022	85+ years	85+	Female	F	14
	"Bristol County, MA"	25005	Essential (primary) hypertension	I10	2023	2023	85+ years	85+	Female	F	17
	"Bristol County, MA"	25005	Hypertensive heart disease with (congestive) heart failure	I11.0	2022	2022	85+ years	85+	Female	F	10
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	55-64 years	55-64	Male	M	15
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	65-74 years	65-74	Male	M	21
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	75-84 years	75-84	Female	F	13
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	75-84 years	75-84	Male	M	16
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	85+ years	85+	Female	F	22
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2021	2021	85+ years	85+	Male	M	12
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	55-64 years	55-64	Female	F	10
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	55-64 years	55-64	Male	M	15
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	65-74 years	65-74	Male	M	21
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	75-84 years	75-84	Female	F	14
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	75-84 years	75-84	Male	M	27
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	85+ years	85+	Female	F	17
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2022	2022	85+ years	85+	Male	M	15
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	55-64 years	55-64	Male	M	14
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	65-74 years	65-74	Female	F	12
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	65-74 years	65-74	Male	M	23
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	75-84 years	75-84	Female	F	12
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	75-84 years	75-84	Male	M	27
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	85+ years	85+	Female	F	19
	"Bristol County, MA"	25005	"Acute myocardial infarction, unspecified"	I21.9	2023	2023	85+ years	85+	Male	M	15
	"Bristol County, MA"	25005	"Atherosclerotic cardiovascular disease, so described"	I25.0	2021	2021	45-54 years	45-54	Male	M	11
	"Bristol County, MA"	25005	"Atherosclerotic cardiovascular disease, so described"	I25.0	2021	2021	55-64 years	55-64	Male	M	26
	"Bristol County, MA"	25005	"Atherosclerotic cardiovascular disease, so described"	I25.0	2021	2021	65-74 years	65-74	Male	M	21
	"Bristol County, MA"	25005	"Atherosclerotic cardiovascular disease, so described"	I25.0	2021	2021	75-84 years	75-84	Male	M	17
	"Bristol County, MA"	25005	"Atherosclerotic cardiovascular disease, so described"	I25.0	2022	2022	55-64 years	55-64	Male	M	14
